,year,codmpio,H_coca,coca,FARC1,FARC2
3107,2004,19473,NA,NA,0,0
3108,2004,19473,NA,NA,1,0
3109,2004,19513,NA,NA,0,0
3110,2004,19517,NA,NA,0,0
3111,2004,19532,NA,NA,1,0
3112,2004,19533,281,1,1,1
3113,2004,19548,NA,NA,1,0
3114,2004,19573,NA,NA,0,1
3115,2004,19585,NA,NA,0,0
3116,2004,19622,NA,NA,0,0
3117,2004,19693,NA,NA,0,0
3118,2004,19698,NA,NA,0,1
3119,2004,19701,NA,NA,0,0
3120,2004,19701,NA,NA,0,0
3121,2004,19743,NA,NA,0,0
3122,2004,19760,NA,NA,0,0
3123,2004,19780,NA,NA,1,0
3124,2004,19780,NA,NA,0,0
3125,2004,19785,NA,NA,0,0
3126,2004,19785,NA,NA,0,0
3127,2004,19785,NA,NA,0,0
3128,2004,19807,NA,NA,0,0
3129,2004,19809,260.31,1,1,1
3130,2004,19821,NA,NA,1,1
3131,2004,19824,NA,NA,0,0
3132,2004,19845,NA,NA,0,0
3133,2004,20001,NA,NA,0,1
3134,2004,20011,NA,NA,0,0
3135,2004,20013,NA,NA,1,1
3136,2004,20032,NA,NA,0,0
3137,2004,20045,NA,NA,0,0
3138,2004,20060,NA,NA,0,0
3139,2004,20175,NA,NA,0,0
3140,2004,20178,NA,NA,0,0
3141,2004,20228,NA,NA,0,0
3142,2004,20238,NA,NA,0,1
3143,2004,20250,NA,NA,0,0
3144,2004,20295,NA,NA,0,0
3145,2004,20310,NA,NA,0,0
3146,2004,20383,NA,NA,0,0
3147,2004,20400,NA,NA,0,0
3148,2004,20443,NA,NA,1,0
3149,2004,20443,NA,NA,0,0
3150,2004,20517,NA,NA,0,0
3151,2004,20550,NA,NA,0,0
3152,2004,20570,NA,NA,0,0
3153,2004,20614,NA,NA,0,0
3154,2004,20621,NA,NA,0,0
3155,2004,20621,NA,NA,0,0
3156,2004,20710,NA,NA,0,0
3157,2004,20750,NA,NA,1,1
3158,2004,20770,NA,NA,0,0
3159,2004,20770,NA,NA,1,0
3160,2004,20787,NA,NA,0,0
3161,2004,23001,NA,NA,0,0
3162,2004,23068,NA,NA,0,0
3163,2004,23079,NA,NA,0,0
3164,2004,23079,NA,NA,0,0
3165,2004,23079,NA,NA,0,0
3166,2004,23079,NA,NA,0,0
3167,2004,23090,NA,NA,0,0
3168,2004,23162,NA,NA,0,0
3169,2004,23168,NA,NA,0,0
3170,2004,23182,NA,NA,0,0
3171,2004,23189,NA,NA,0,0
3172,2004,23300,NA,NA,0,0
3173,2004,23350,NA,NA,0,0
3174,2004,23417,NA,NA,0,0
3175,2004,23419,NA,NA,0,0
3176,2004,23464,NA,NA,0,0
3177,2004,23466,428,1,0,0
3178,2004,23500,NA,NA,0,0
3179,2004,23555,NA,NA,0,0
3180,2004,23570,NA,NA,0,0
3181,2004,23574,NA,NA,0,0
3182,2004,23580,339,1,0,1
3183,2004,23586,NA,NA,0,0
3184,2004,23660,NA,NA,0,0
3185,2004,23670,NA,NA,0,0
3186,2004,23672,NA,NA,0,0
3187,2004,23675,NA,NA,0,0
3188,2004,23678,NA,NA,0,0
3189,2004,23678,NA,NA,0,0
3190,2004,23682,NA,NA,0,0
3191,2004,23686,NA,NA,0,0
3192,2004,23807,669,1,1,1
3193,2004,23815,NA,NA,0,0
3194,2004,23855,99,1,0,0
3195,2004,25001,NA,NA,0,0
3196,2004,25019,NA,NA,0,0
3197,2004,25019,NA,NA,0,0
3198,2004,25035,NA,NA,0,0
3199,2004,25040,NA,NA,0,0
3200,2004,25053,NA,NA,0,0
3201,2004,25086,NA,NA,0,0
3202,2004,25095,NA,NA,0,1
3203,2004,25099,NA,NA,0,0
3204,2004,25120,NA,NA,0,1
3205,2004,25120,NA,NA,0,0
3206,2004,25123,NA,NA,0,0
3207,2004,25126,NA,NA,0,0
3208,2004,25148,NA,NA,0,0
3209,2004,25151,NA,NA,0,0
3210,2004,25154,NA,NA,0,0
3211,2004,25168,NA,NA,0,0
3212,2004,25175,NA,NA,0,0
3213,2004,25178,NA,NA,0,0
3214,2004,25181,NA,NA,0,0
3215,2004,25183,NA,NA,0,0
3216,2004,25200,NA,NA,0,0
3217,2004,25214,NA,NA,0,0
3218,2004,25224,NA,NA,0,0
3219,2004,25245,NA,NA,0,0
3220,2004,25258,NA,NA,0,0
3221,2004,25258,NA,NA,0,0
3222,2004,25258,NA,NA,0,0
3223,2004,25260,NA,NA,0,0
3224,2004,25269,NA,NA,0,0
3225,2004,25279,NA,NA,0,0
3226,2004,25281,NA,NA,0,0
3227,2004,25286,NA,NA,0,0
3228,2004,25288,NA,NA,0,0
3229,2004,25290,NA,NA,0,0
3230,2004,25293,NA,NA,0,0
3231,2004,25295,NA,NA,0,0
3232,2004,25297,NA,NA,0,0
3233,2004,25299,NA,NA,0,0
3234,2004,25307,NA,NA,0,0
3235,2004,25312,NA,NA,1,1
3236,2004,25312,NA,NA,0,0
3237,2004,25312,NA,NA,0,0
3238,2004,25317,NA,NA,0,0
3239,2004,25320,NA,NA,0,0
3240,2004,25322,NA,NA,0,0
3241,2004,25324,NA,NA,0,0
3242,2004,25326,NA,NA,0,0
3243,2004,25328,NA,NA,0,0
3244,2004,25335,NA,NA,0,0
3245,2004,25339,NA,NA,0,0
3246,2004,25368,NA,NA,0,0
3247,2004,25372,NA,NA,0,0
3248,2004,25377,NA,NA,0,0
3249,2004,25386,NA,NA,0,0
3250,2004,25394,NA,NA,0,0
3251,2004,25398,NA,NA,0,0
3252,2004,25402,NA,NA,0,0
3253,2004,25402,NA,NA,0,0
3254,2004,25407,NA,NA,0,0
3255,2004,25426,NA,NA,0,0
3256,2004,25430,NA,NA,0,0
3257,2004,25436,NA,NA,0,0
3258,2004,25438,NA,NA,0,0
3259,2004,25473,NA,NA,0,0
3260,2004,25473,NA,NA,0,0
3261,2004,25483,NA,NA,0,0
3262,2004,25483,NA,NA,0,0
3263,2004,25483,NA,NA,0,0
3264,2004,25486,NA,NA,0,0
3265,2004,25488,NA,NA,0,0
3266,2004,25489,NA,NA,0,0
3267,2004,25491,NA,NA,0,0
3268,2004,25506,NA,NA,0,0
3269,2004,25506,NA,NA,0,0
3270,2004,25513,NA,NA,0,0
3271,2004,25518,4,1,0,0
3272,2004,25524,NA,NA,0,0
3273,2004,25530,NA,NA,0,0
3274,2004,25535,NA,NA,0,0
3275,2004,25572,NA,NA,0,0
3276,2004,25580,NA,NA,0,0
3277,2004,25592,NA,NA,0,0
3278,2004,25594,NA,NA,0,0
3279,2004,25596,NA,NA,0,0
3280,2004,25599,NA,NA,0,0
3281,2004,25612,NA,NA,1,0
3282,2004,25612,NA,NA,0,0
3283,2004,25645,NA,NA,0,0
3284,2004,25649,NA,NA,0,0
3285,2004,25649,NA,NA,0,0
3286,2004,25653,NA,NA,0,0
3287,2004,25653,NA,NA,0,0
3288,2004,25658,NA,NA,0,0
3289,2004,25658,NA,NA,0,0
3290,2004,25658,NA,NA,0,0
3291,2004,25662,NA,NA,0,0
3292,2004,25718,NA,NA,0,0
3293,2004,25736,NA,NA,0,0
3294,2004,25740,NA,NA,0,0
3295,2004,25743,NA,NA,0,0
3296,2004,25745,NA,NA,0,0
3297,2004,25754,NA,NA,0,1
3298,2004,25758,NA,NA,0,0
3299,2004,25769,NA,NA,0,0
3300,2004,25772,NA,NA,0,0
3301,2004,25777,NA,NA,0,0
3302,2004,25779,NA,NA,0,0
3303,2004,25781,NA,NA,0,0
3304,2004,25785,NA,NA,0,0
3305,2004,25793,NA,NA,0,0
3306,2004,25797,NA,NA,0,0
3307,2004,25799,NA,NA,0,0
3308,2004,25805,NA,NA,0,0
3309,2004,25807,NA,NA,0,0
3310,2004,25815,NA,NA,0,0
3311,2004,25817,NA,NA,0,0
3312,2004,25823,8,1,0,0
3313,2004,25839,NA,NA,0,0
3314,2004,25841,NA,NA,0,0
3315,2004,25843,NA,NA,0,0
3316,2004,25845,NA,NA,0,0
3317,2004,25851,NA,NA,0,0
3318,2004,25862,NA,NA,0,0
3319,2004,25867,NA,NA,0,0
3320,2004,25871,NA,NA,0,0
3321,2004,25873,NA,NA,0,0
3322,2004,25875,NA,NA,0,0
3323,2004,25878,NA,NA,0,0
3324,2004,25885,60,1,0,0
3325,2004,25898,NA,NA,0,0
3326,2004,25899,NA,NA,0,0
3327,2004,27001,NA,NA,1,1
3328,2004,27006,NA,NA,0,0
3329,2004,27025,12,1,0,1
3330,2004,27050,NA,NA,0,0
3331,2004,27073,NA,NA,0,0
3332,2004,27075,NA,NA,0,0
3333,2004,27077,78,1,0,1
3334,2004,27086,NA,NA,NA,NA
3335,2004,27099,NA,NA,0,0
3336,2004,27135,12,1,0,0
3337,2004,27150,NA,NA,1,1
3338,2004,27160,NA,NA,0,0
3339,2004,27205,1,1,0,0
3340,2004,27245,NA,NA,0,1
3341,2004,27250,1.26,1,0,0
3342,2004,27361,36,1,0,0
3343,2004,27372,NA,NA,0,0
3344,2004,27413,NA,NA,0,0
3345,2004,27425,NA,NA,1,1
3346,2004,27430,11,1,0,0
3347,2004,27450,NA,NA,0,0
3348,2004,27491,30,1,0,0
3349,2004,27495,2,1,0,0
3350,2004,27580,NA,NA,0,0
3351,2004,27600,9,1,0,0
3352,2004,27615,NA,NA,1,1
3353,2004,27660,NA,NA,0,0
3354,2004,27745,127,1,0,0
3355,2004,27787,2,1,0,0
3356,2004,27800,NA,NA,1,1
3357,2004,27810,2.07,1,0,0
3358,2004,41001,NA,NA,1,1
3359,2004,41006,NA,NA,0,0
3360,2004,41013,NA,NA,0,0
3361,2004,41016,NA,NA,1,1
3362,2004,41020,NA,NA,1,1
3363,2004,41026,NA,NA,0,0
3364,2004,41078,NA,NA,1,0
3365,2004,41132,NA,NA,1,1
3366,2004,41206,NA,NA,1,0
3367,2004,41244,NA,NA,0,0
3368,2004,41298,NA,NA,0,0
3369,2004,41306,NA,NA,1,0
3370,2004,41319,NA,NA,0,0
3371,2004,41319,NA,NA,1,0
3372,2004,41319,NA,NA,0,0
3373,2004,41349,NA,NA,1,0
3374,2004,41357,NA,NA,0,0
3375,2004,41359,NA,NA,1,0
3376,2004,41378,NA,NA,1,1
3377,2004,41396,NA,NA,1,0
3378,2004,41483,NA,NA,0,0
3379,2004,41503,NA,NA,0,0
3380,2004,41518,NA,NA,0,0
3381,2004,41524,NA,NA,1,1
3382,2004,41530,NA,NA,0,0
3383,2004,41530,NA,NA,1,0
3384,2004,41548,NA,NA,0,0
3385,2004,41551,NA,NA,1,1
3386,2004,41615,NA,NA,0,0
3387,2004,41660,NA,NA,0,0
3388,2004,41668,NA,NA,1,1
3389,2004,41676,NA,NA,1,0
3390,2004,41676,NA,NA,0,0
3391,2004,41770,NA,NA,1,0
3392,2004,41791,NA,NA,0,0
3393,2004,41797,NA,NA,1,0
3394,2004,41799,NA,NA,1,0
3395,2004,41801,NA,NA,0,0
3396,2004,41807,NA,NA,0,0
3397,2004,41872,NA,NA,0,0
3398,2004,41885,NA,NA,0,0
3399,2004,44001,NA,NA,0,0
3400,2004,44035,NA,NA,0,0
3401,2004,44035,NA,NA,0,0
3402,2004,44035,NA,NA,0,0
3403,2004,44078,NA,NA,0,0
3404,2004,44090,556,1,0,0
3405,2004,44098,NA,NA,0,0
3406,2004,44110,NA,NA,0,0
3407,2004,44279,NA,NA,0,0
3408,2004,44378,NA,NA,0,0
3409,2004,44420,NA,NA,0,0
3410,2004,44430,NA,NA,0,0
3411,2004,44560,NA,NA,0,0
3412,2004,44560,NA,NA,1,0
3413,2004,44650,NA,NA,0,0
3414,2004,44847,NA,NA,0,0
3415,2004,44855,NA,NA,0,0
3416,2004,44874,NA,NA,0,0
3417,2004,44874,NA,NA,0,0
3418,2004,44874,NA,NA,0,0
3419,2004,44874,NA,NA,0,0
3420,2004,47001,700,1,0,0
3421,2004,47030,NA,NA,0,1
3422,2004,47053,NA,NA,0,0
3423,2004,47058,NA,NA,0,0
3424,2004,47161,NA,NA,0,0
3425,2004,47170,NA,NA,0,0
3426,2004,47189,6,1,0,0
3427,2004,47205,NA,NA,0,0
3428,2004,47205,NA,NA,0,0
3429,2004,47245,NA,NA,0,0
3430,2004,47258,NA,NA,0,0
3431,2004,47268,NA,NA,0,0
3432,2004,47288,NA,NA,0,0
3433,2004,47318,NA,NA,0,0
3434,2004,47318,NA,NA,0,0
3435,2004,47460,NA,NA,0,0
3436,2004,47541,NA,NA,0,0
3437,2004,47545,NA,NA,0,0
3438,2004,47551,NA,NA,0,0
3439,2004,47555,NA,NA,0,0
3440,2004,47570,NA,NA,0,0
3441,2004,47605,NA,NA,0,0
3442,2004,47660,NA,NA,0,0
3443,2004,47675,NA,NA,0,0
3444,2004,47675,NA,NA,0,0
3445,2004,47692,NA,NA,0,0
3446,2004,47703,NA,NA,0,0
3447,2004,47707,NA,NA,0,0
3448,2004,47720,NA,NA,0,0
3449,2004,47745,NA,NA,0,0
3450,2004,47798,NA,NA,0,0
3451,2004,47960,NA,NA,0,0
3452,2004,47980,NA,NA,0,0
3453,2004,50001,NA,NA,1,1
3454,2004,50006,NA,NA,0,0
3455,2004,50110,NA,NA,0,0
3456,2004,50124,NA,NA,0,0
3457,2004,50150,NA,NA,0,0
3458,2004,50223,NA,NA,1,0
3459,2004,50226,NA,NA,0,0
3460,2004,50245,NA,NA,0,0
3461,2004,50251,NA,NA,1,1
3462,2004,50270,NA,NA,0,0
3463,2004,50287,NA,NA,0,0
3464,2004,50313,NA,NA,1,1
3465,2004,50313,NA,NA,0,0
3466,2004,50313,NA,NA,0,0
3467,2004,50318,NA,NA,0,0
3468,2004,50318,NA,NA,0,0
3469,2004,50325,2657,1,1,0
3470,2004,50330,262,1,0,1
3471,2004,50350,1422,1,1,1
3472,2004,50370,632,1,1,1
3473,2004,50400,NA,NA,0,0
3474,2004,50450,943,1,1,1
3475,2004,50568,1518,1,0,0
3476,2004,50573,NA,NA,0,0
3477,2004,50577,1261,1,1,1
3478,2004,50590,6393,1,1,1
3479,2004,50590,6393,1,1,1
3480,2004,50606,NA,NA,0,0
3481,2004,50606,NA,NA,0,0
3482,2004,50680,NA,NA,0,0
3483,2004,50683,18,1,1,0
3484,2004,50686,NA,NA,0,0
3485,2004,50689,161,1,0,0
3486,2004,50689,161,1,1,0
3487,2004,50711,3473,1,1,1
3488,2004,52001,NA,NA,0,0
3489,2004,52019,NA,NA,0,0
3490,2004,52019,NA,NA,0,0
3491,2004,52022,NA,NA,0,0
3492,2004,52036,NA,NA,0,0
3493,2004,52051,NA,NA,0,0
3494,2004,52079,1469,1,1,1
3495,2004,52083,NA,NA,0,0
3496,2004,52083,NA,NA,0,0
3497,2004,52110,NA,NA,0,0
3498,2004,52203,NA,NA,0,0
3499,2004,52203,NA,NA,0,0
3500,2004,52207,NA,NA,0,0
3501,2004,52210,NA,NA,0,0
3502,2004,52215,NA,NA,0,0
3503,2004,52215,NA,NA,0,0
3504,2004,52215,NA,NA,1,1
3505,2004,52224,NA,NA,0,0
3506,2004,52227,NA,NA,0,0
3507,2004,52233,127.2,1,0,0
3508,2004,52240,NA,NA,0,0
3509,2004,52250,649,1,1,1
3510,2004,52254,NA,NA,0,0
3511,2004,52256,221,1,0,0
3512,2004,52258,NA,NA,0,0
3513,2004,52260,NA,NA,1,1
3514,2004,52260,NA,NA,0,0
3515,2004,52287,NA,NA,0,0
3516,2004,52317,NA,NA,0,1
3517,2004,52320,NA,NA,0,0
3518,2004,52323,NA,NA,0,0
3519,2004,52352,NA,NA,0,0
3520,2004,52354,NA,NA,0,0
3521,2004,52356,520,1,0,0
3522,2004,52378,NA,NA,0,0
3523,2004,52381,NA,NA,0,0
3524,2004,52385,NA,NA,0,0
3525,2004,52390,94,1,0,0
3526,2004,52399,NA,NA,0,0
3527,2004,52399,NA,NA,0,0
3528,2004,52399,NA,NA,0,0
3529,2004,52399,NA,NA,0,0
3530,2004,52405,40,1,1,1
3531,2004,52411,NA,NA,0,1
3532,2004,52418,NA,NA,0,0
3533,2004,52427,2175,1,1,1
3534,2004,52435,NA,NA,1,0
3535,2004,52473,289,1,0,0
3536,2004,52473,289,1,0,0
3537,2004,52480,NA,NA,0,0
3538,2004,52480,NA,NA,0,0
3539,2004,52480,NA,NA,0,0
3540,2004,52490,575,1,1,1
3541,2004,52506,NA,NA,0,0
3542,2004,52520,107,1,1,1
3543,2004,52540,236,1,1,0
3544,2004,52560,NA,NA,0,0
3545,2004,52565,NA,NA,0,0
3546,2004,52573,NA,NA,0,0
3547,2004,52585,NA,NA,0,0
3548,2004,52612,93,1,1,0
3549,2004,52612,93,1,0,0
3550,2004,52621,2409,1,1,1
3551,2004,52678,NA,NA,0,1
3552,2004,52683,NA,NA,0,0
3553,2004,52685,NA,NA,0,0
3554,2004,52685,NA,NA,0,0
3555,2004,52687,NA,NA,0,0
3556,2004,52693,NA,NA,0,0
3557,2004,52693,NA,NA,0,0
3558,2004,52694,NA,NA,0,0
3559,2004,52696,345,1,0,0
3560,2004,52696,345,1,1,0
3561,2004,52696,345,1,0,0
3562,2004,52699,NA,NA,0,0
3563,2004,52720,NA,NA,0,0
3564,2004,52786,NA,NA,0,0
3565,2004,52788,NA,NA,0,0
3566,2004,52835,4806,1,1,1
3567,2004,52838,NA,NA,0,0
3568,2004,52885,NA,NA,0,0
3569,2004,54001,17,1,1,0
3570,2004,54003,7,1,1,0
3571,2004,54051,NA,NA,0,0
3572,2004,54099,NA,NA,0,0
3573,2004,54109,NA,NA,0,0
3574,2004,54125,NA,NA,0,0
3575,2004,54128,NA,NA,0,0
3576,2004,54172,NA,NA,0,0
3577,2004,54174,NA,NA,0,0
3578,2004,54206,181,1,1,0
3579,2004,54223,NA,NA,0,0
3580,2004,54239,NA,NA,0,0
3581,2004,54245,212,1,1,0
3582,2004,54250,783,1,1,1
3583,2004,54261,22,1,1,1
3584,2004,54313,NA,NA,0,0
3585,2004,54344,74,1,0,0
3586,2004,54347,NA,NA,0,0
3587,2004,54377,NA,NA,0,0
3588,2004,54385,NA,NA,0,0
3589,2004,54398,NA,NA,0,0
3590,2004,54405,NA,NA,0,0
3591,2004,54418,NA,NA,0,0
3592,2004,54480,NA,NA,0,0
3593,2004,54498,NA,NA,1,0
3594,2004,54518,NA,NA,0,0
3595,2004,54520,NA,NA,0,0
3596,2004,54553,NA,NA,0,0
3597,2004,54599,NA,NA,0,0
3598,2004,54660,NA,NA,0,0
3599,2004,54670,136,1,1,1
3600,2004,54673,NA,NA,0,0
3601,2004,54673,NA,NA,0,0
3602,2004,54680,NA,NA,0,0
3603,2004,54680,NA,NA,0,0
3604,2004,54720,158,1,1,1
3605,2004,54743,NA,NA,0,0
3606,2004,54800,200,1,1,0
3607,2004,54810,1266,1,1,1
3608,2004,54820,NA,NA,1,0
3609,2004,54820,NA,NA,0,0
3610,2004,54871,NA,NA,0,0
3611,2004,54874,NA,NA,0,1
3612,2004,63001,NA,NA,0,0
3613,2004,63001,NA,NA,0,0
3614,2004,63111,NA,NA,0,0
3615,2004,63111,NA,NA,0,0
3616,2004,63111,NA,NA,0,0
3617,2004,63111,NA,NA,0,0
3618,2004,63130,NA,NA,0,0
3619,2004,63190,NA,NA,0,0
3620,2004,63212,NA,NA,0,0
3621,2004,63212,NA,NA,1,1
3622,2004,63212,NA,NA,0,0
3623,2004,63272,NA,NA,0,0
3624,2004,63302,NA,NA,0,1
3625,2004,63401,NA,NA,0,0
3626,2004,63470,NA,NA,0,0
3627,2004,63548,NA,NA,0,1
3628,2004,63594,NA,NA,0,0
3629,2004,63690,NA,NA,0,0
3630,2004,66001,NA,NA,0,0
3631,2004,66045,NA,NA,0,0
3632,2004,66075,NA,NA,0,0
3633,2004,66075,NA,NA,1,0
3634,2004,66088,NA,NA,0,0
3635,2004,66170,NA,NA,0,0
3636,2004,66318,NA,NA,0,0
3637,2004,66383,NA,NA,0,0
3638,2004,66400,NA,NA,0,0
3639,2004,66440,NA,NA,0,0
3640,2004,66456,NA,NA,0,1
3641,2004,66572,NA,NA,0,0
3642,2004,66594,NA,NA,0,1
3643,2004,66682,NA,NA,0,0
3644,2004,66687,NA,NA,0,0
3645,2004,68001,NA,NA,0,0
3646,2004,68013,NA,NA,0,0
3647,2004,68020,2.07,1,0,0
3648,2004,68020,2.07,1,0,0
3649,2004,68020,2.07,1,0,0
3650,2004,68051,NA,NA,0,0
3651,2004,68077,NA,NA,0,0
3652,2004,68077,NA,NA,0,0
3653,2004,68079,NA,NA,0,0
3654,2004,68081,NA,NA,0,0
3655,2004,68092,62,1,0,0
3656,2004,68092,62,1,0,0
3657,2004,68101,487,1,0,0
3658,2004,68101,487,1,0,0
3659,2004,68101,487,1,0,0
3660,2004,68121,NA,NA,0,1
3661,2004,68121,NA,NA,0,0
3662,2004,68132,NA,NA,0,0
3663,2004,68147,NA,NA,0,0
3664,2004,68152,NA,NA,0,0
3665,2004,68160,NA,NA,0,0
3666,2004,68162,NA,NA,0,0
3667,2004,68167,NA,NA,0,0
3668,2004,68169,NA,NA,0,0
3669,2004,68176,NA,NA,0,0
3670,2004,68179,NA,NA,0,0
3671,2004,68190,157,1,0,0
3672,2004,68207,NA,NA,0,0
3673,2004,68207,NA,NA,0,0
3674,2004,68209,NA,NA,0,0
3675,2004,68211,NA,NA,0,0
3676,2004,68217,NA,NA,0,0
3677,2004,68229,NA,NA,0,0
3678,2004,68235,NA,NA,0,0
3679,2004,68245,NA,NA,0,0
3680,2004,68250,24,1,0,0
3681,2004,68250,24,1,0,0
3682,2004,68250,24,1,0,0
3683,2004,68255,NA,NA,0,0
3684,2004,68264,NA,NA,0,0
3685,2004,68266,NA,NA,0,0
3686,2004,68271,7,1,0,0
3687,2004,68276,NA,NA,0,0
3688,2004,68296,NA,NA,0,0
3689,2004,68298,NA,NA,0,0
3690,2004,68307,NA,NA,0,0
3691,2004,68318,NA,NA,0,0
3692,2004,68320,NA,NA,0,0
3693,2004,68320,NA,NA,1,0
3694,2004,68320,NA,NA,0,0
3695,2004,68322,1,1,0,0
3696,2004,68324,14.32,1,0,0
3697,2004,68327,NA,NA,0,0
3698,2004,68344,NA,NA,0,0
3699,2004,68368,NA,NA,0,0
3700,2004,68370,NA,NA,0,0
3701,2004,68377,96,1,0,0
3702,2004,68385,23.18,1,0,0
3703,2004,68397,1,1,0,0
3704,2004,68397,1,1,0,0
3705,2004,68406,NA,NA,0,0
3706,2004,68418,NA,NA,0,0
3707,2004,68425,NA,NA,0,0
3708,2004,68432,NA,NA,0,0
3709,2004,68444,NA,NA,0,0
3710,2004,68464,NA,NA,0,0
3711,2004,68468,NA,NA,0,0
3712,2004,68498,NA,NA,0,0
3713,2004,68500,NA,NA,0,0
3714,2004,68502,NA,NA,0,0
3715,2004,68522,NA,NA,0,0
3716,2004,68524,NA,NA,0,0
3717,2004,68533,NA,NA,0,0
3718,2004,68547,NA,NA,0,0
3719,2004,68549,NA,NA,0,0
3720,2004,68572,NA,NA,0,0
3721,2004,68573,5,1,0,0
3722,2004,68575,NA,NA,0,0
3723,2004,68615,NA,NA,0,0
3724,2004,68615,NA,NA,0,0
3725,2004,68655,NA,NA,0,0
3726,2004,68669,NA,NA,0,0
3727,2004,68673,NA,NA,0,0
3728,2004,68679,NA,NA,0,0
3729,2004,68682,NA,NA,0,0
3730,2004,68684,NA,NA,0,0
3731,2004,68686,NA,NA,0,0
3732,2004,68686,NA,NA,1,0
3733,2004,68689,18.81,1,0,0
3734,2004,68705,NA,NA,0,0
3735,2004,68705,NA,NA,0,0
3736,2004,68705,NA,NA,1,0
3737,2004,68720,21,1,0,0
3738,2004,68745,20,1,0,0
3739,2004,68755,NA,NA,0,0
3740,2004,68770,NA,NA,0,0
3741,2004,68773,173,1,0,0
3742,2004,68773,173,1,0,0
3743,2004,68773,173,1,0,0
3744,2004,68780,NA,NA,0,0
3745,2004,68820,NA,NA,0,0
3746,2004,68855,NA,NA,0,0
3747,2004,68861,12.18,1,0,0
3748,2004,68867,NA,NA,0,0
3749,2004,68872,NA,NA,0,0
3750,2004,68872,NA,NA,0,0
3751,2004,68872,NA,NA,0,0
3752,2004,68872,NA,NA,0,0
3753,2004,68895,NA,NA,0,0
3754,2004,70001,NA,NA,0,0
3755,2004,70110,NA,NA,0,0
3756,2004,70110,NA,NA,0,0
3757,2004,70110,NA,NA,0,0
3758,2004,70110,NA,NA,0,0
3759,2004,70124,NA,NA,0,0
3760,2004,70204,NA,NA,0,0
3761,2004,70215,NA,NA,0,0
3762,2004,70221,NA,NA,0,0
3763,2004,70230,NA,NA,0,0
3764,2004,70233,NA,NA,0,0
3765,2004,70235,NA,NA,0,0
3766,2004,70265,NA,NA,0,0
3767,2004,70400,NA,NA,0,0
3768,2004,70400,NA,NA,0,0
3769,2004,70400,NA,NA,0,0
3770,2004,70400,NA,NA,0,0
3771,2004,70418,NA,NA,0,0
3772,2004,70429,NA,NA,0,0
3773,2004,70473,NA,NA,0,0
3774,2004,70508,NA,NA,0,0
3775,2004,70523,NA,NA,0,0
3776,2004,70670,NA,NA,0,0
3777,2004,70678,NA,NA,0,0
3778,2004,70702,NA,NA,0,0
3779,2004,70708,NA,NA,0,0
3780,2004,70713,NA,NA,0,0
3781,2004,70717,NA,NA,1,0
3782,2004,70717,NA,NA,0,0
3783,2004,70717,NA,NA,0,0
3784,2004,70742,NA,NA,0,0
3785,2004,70771,NA,NA,0,0
3786,2004,70771,NA,NA,0,0
3787,2004,70771,NA,NA,0,0
3788,2004,70820,NA,NA,0,0
3789,2004,70823,NA,NA,0,0
3790,2004,73001,NA,NA,0,1
3791,2004,73024,NA,NA,0,0
3792,2004,73026,NA,NA,0,0
3793,2004,73030,NA,NA,0,0
3794,2004,73043,NA,NA,0,0
3795,2004,73055,NA,NA,0,0
3796,2004,73067,NA,NA,0,0
3797,2004,73124,NA,NA,0,1
3798,2004,73148,NA,NA,0,0
3799,2004,73152,NA,NA,0,1
3800,2004,73168,NA,NA,0,1
3801,2004,73200,NA,NA,0,0
3802,2004,73217,NA,NA,0,0
3803,2004,73226,NA,NA,0,0
3804,2004,73236,NA,NA,1,0
3805,2004,73268,NA,NA,0,0
3806,2004,73270,NA,NA,0,0
3807,2004,73275,NA,NA,0,0
3808,2004,73283,NA,NA,0,0
3809,2004,73319,NA,NA,0,0
3810,2004,73347,NA,NA,0,0
3811,2004,73349,NA,NA,0,0
3812,2004,73352,NA,NA,0,0
3813,2004,73408,NA,NA,0,0
3814,2004,73411,NA,NA,0,0
3815,2004,73443,NA,NA,0,0
3816,2004,73449,NA,NA,0,0
3817,2004,73461,NA,NA,0,0
3818,2004,73483,NA,NA,0,0
3819,2004,73504,NA,NA,0,0
3820,2004,73520,NA,NA,0,0
3821,2004,73547,NA,NA,0,0
3822,2004,73555,NA,NA,1,1
3823,2004,73563,NA,NA,0,0
3824,2004,73585,NA,NA,0,0
3825,2004,73616,NA,NA,0,1
3826,2004,73622,NA,NA,0,0
3827,2004,73624,NA,NA,0,0
3828,2004,73671,NA,NA,0,0
3829,2004,73675,NA,NA,0,1
3830,2004,73678,NA,NA,0,0
3831,2004,73678,NA,NA,0,0
3832,2004,73686,NA,NA,0,0
3833,2004,73770,NA,NA,0,0
3834,2004,73770,NA,NA,1,0
3835,2004,73854,NA,NA,0,0
3836,2004,73861,NA,NA,0,0
3837,2004,73870,NA,NA,0,0
3838,2004,73873,NA,NA,1,0
3839,2004,76001,NA,NA,0,1
3840,2004,76020,NA,NA,0,0
3841,2004,76036,NA,NA,0,0
3842,2004,76041,NA,NA,0,0
3843,2004,76054,NA,NA,0,0
3844,2004,76054,NA,NA,1,1
3845,2004,76054,NA,NA,0,0
3846,2004,76100,0.97,1,0,0
3847,2004,76100,0.97,1,0,0
3848,2004,76100,0.97,1,0,0
3849,2004,76109,44,1,0,0
